439,0.245415
544,0.134439
161,0.210588
652,0.195508
889,0.0650468
524,0.0445034
412,0.130942
598,0.0659137
108,0.202887
626,0.158973
112,0.280219
881,0.119666
161,0.163497
524,0.174998
524,0.171292
137,0.288839
759,0.109543
161,0.117828
882,0.229592
898,0.209478
458,0.168912
237,0.083754
377,0.198183
964,0.0830681
614,0.204751
70,0.230063
723,0.185399
971,0.150902
218,0.266834
354,0.146715
982,0.336774
649,0.120357
137,0.198879
707,0.306683
182,0.0722415
161,0.111015
524,0.220642
53,0.0262716
507,0.181959
411,0.225233
971,0.077757
67,0.12854
238,0.114433
167,0.212147
603,0.0782347
182,0.227897
276,0.251518
4,0.193844
511,0.139115
932,0.340485
689,0.122736
707,0.28936
17,0.109572
598,0.124699
276,0.242411
771,0.156049
167,0.14708
266,0.186348
354,0.0258569
760,0.152835
897,0.110617
140,0.0596916
671,0.0770059
411,0.149148
671,0.199494
377,0.324965
13,0.123756
167,0.243921
168,0.056701
237,0.165944
238,0.240107
498,0.195708
458,0.178316
131,0.212047
68,0.132909
889,0.0552743
982,0.157201
276,0.23855
70,0.156029
142,0.195367
793,0.0412043
161,0.100857
984,0.129392
276,0.134418
573,0.138903
676,0.171696
278,0.227683
524,0.206599
53,0.0953928
131,0.157705
945,0.175317
890,0.225197
112,0.172682
598,0.140213
807,0.110302
544,0.185455
524,0.0702678
538,0.0496671
511,0.133425
553,0.134361
377,0.362189
377,0.179441
845,0.172545
964,0.100827
235,0.105771
182,0.169203
166,0.0727955
956,0.0754803
679,0.159347
167,0.218977
455,0.0943399
889,0.154908
498,0.0966372
112,0.302578
383,0.270952
354,0.0398734
171,0.217492
496,0.220583
882,0.16727
841,0.15603
179,0.1095
182,0.129336
218,0.279331
167,0.211354
412,0.0973144
199,0.223968
699,0.1297
161,0.0728817
890,0.230434
845,0.215775
652,0.268665
182,0.136496
112,0.299969
514,0.168875
396,0.0789967
819,0.179445
971,0.118678
638,0.107188
68,0.181897
238,0.199074
883,0.108623
238,0.116233
13,0.131412
498,0.10536
514,0.0873228
883,0.140853
377,0.287582
699,0.169588
589,0.0956375
676,0.230597
573,0.0892386
168,0.0622431
964,0.18702
377,0.287573
593,0.187071
897,0.0376565
203,0.0930067
638,0.0378335
278,0.165344
377,0.391449
652,0.216701
377,0.257845
148,0.123563
520,0.049443
614,0.149658
882,0.161549
794,0.348103
238,0.154389
455,0.0706395
218,0.207507
142,0.195778
679,0.0678552
140,0.192723
182,0.232941
140,0.134212
389,0.091373
964,0.122725
161,0.274299
238,0.170688
182,0.092364
411,0.226188
182,0.175893
614,0.192842
654,0.141127
377,0.251605
781,0.0974945
982,0.193957
654,0.130918
297,0.347931
984,0.082912
883,0.174848
500,0.0391466
70,0.198481
72,0.218149
377,0.255124
744,0.0815537
282,0.0701272
142,0.0376452
237,0.149712
288,0.248035
882,0.178051
561,0.353287
707,0.281858
671,0.0507622
854,0.11332
538,0.0234832
112,0.228818
694,0.0481131
5,0.0481523
444,0.036458
759,0.138797
182,0.055917
112,0.275824
70,0.136529
411,0.161598
276,0.24268
507,0.139228
13,0.21625
377,0.297549
614,0.117599
654,0.0654706
699,0.203365
249,0.0491434
744,0.0905394
964,0.111403
514,0.128095
889,0.0380093
276,0.390016
238,0.176219
182,0.2136
570,0.0944274
458,0.0634388
238,0.215657
927,0.0546628
707,0.232627
759,0.098019
707,0.195669
254,0.0549448
455,0.11651
167,0.17389
694,0.0882876
707,0.239282
297,0.315633
507,0.0917375
455,0.0868093
167,0.218738
142,0.128527
898,0.214073
583,0.0851005
435,0.163993
435,0.046804
167,0.208643
879,0.246662
161,0.17577
265,0.153557
182,0.245193
496,0.23113
671,0.0823846
377,0.174913
964,0.0862129
13,0.180975
228,0.216119
276,0.0788909
67,0.148065
494,0.122821
411,0.161742
433,0.0847649
435,0.131272
854,0.169944
166,0.0564267
161,0.0636583
530,0.0934724
332,0.29543
507,0.160442
932,0.309466
53,0.0586989
70,0.181385
652,0.184803
925,0.126416
254,0.174936
377,0.300458
237,0.121338
218,0.163558
266,0.245301
744,0.156213
570,0.0861599
646,0.0598713
498,0.218558
524,0.194939
318,0.23929
249,0.0513964
598,0.0882048
377,0.133933
466,0.0941616
570,0.130568
53,0.0818388
218,0.171269
182,0.141264
377,0.256509
592,0.0415905
238,0.177338
759,0.111754
553,0.263797
682,0.0962691
186,0.2165
964,0.208759
889,0.0952588
744,0.20866
186,0.176585
377,0.328016
723,0.171306
377,0.17149
412,0.120871
182,0.21318
140,0.196301
676,0.194348
182,0.157774
759,0.157172
13,0.139603
13,0.176213
466,0.196982
309,0.309398
377,0.119334
238,0.117995
377,0.225159
238,0.196282
854,0.171342
203,0.210345
883,0.0563028
276,0.171306
524,0.0897476
377,0.310729
238,0.0471875
514,0.145828
377,0.147389
990,0.189498
964,0.177377
278,0.244293
270,0.250602
524,0.185107
161,0.137717
524,0.18199
161,0.126059
297,0.346839
124,0.211574
676,0.14963
435,0.177748
238,0.0702299
507,0.192084
759,0.18575
853,0.0768009
108,0.277644
652,0.225145
238,0.141488
654,0.181762
282,0.123854
235,0.188409
85,0.213616
276,0.227815
444,0.147492
971,0.274311
377,0.136213
186,0.181291
363,0.0512815
297,0.30165
671,0.10064
206,0.0211448
235,0.105357
900,0.286128
148,0.0669528
435,0.165144
532,0.128861
17,0.066154
238,0.230203
344,0.0702303
137,0.241156
389,0.16255
278,0.213088
411,0.0741785
544,0.265882
947,0.116883
389,0.102344
168,0.064808
900,0.273298
67,0.125302
964,0.204505
53,0.0432833
