297,0.804085
112,0.276968
276,0.709422
377,0.527736
297,0.776908
377,0.702878
435,0.15277
897,0.237925
707,0.644748
671,0.289354
276,0.323793
67,0.233851
238,0.485276
140,0.512065
377,0.861049
377,0.443108
112,0.375945
161,0.117828
276,0.443969
238,0.397837
297,0.799814
707,0.52004
276,0.321503
354,0.202558
354,0.264061
707,0.687355
297,0.777518
377,0.76011
276,0.427264
354,0.146715
276,0.499683
238,0.162811
377,0.43699
276,0.626283
276,0.750308
161,0.111015
377,0.753053
53,0.0262716
167,0.30333
377,0.76543
276,0.939086
108,0.494221
238,0.114433
276,0.639155
671,0.351188
276,0.720605
276,0.251518
377,0.877659
354,0.419638
276,0.519608
67,0.286455
276,0.634765
17,0.109572
235,0.150002
276,0.242411
148,0.202027
112,0.328708
377,0.787891
354,0.0258569
238,0.282502
897,0.110617
140,0.0596916
108,0.225764
411,0.149148
108,0.345177
276,0.486528
363,0.340708
276,0.530195
781,0.169735
707,0.467787
276,0.744594
377,0.532417
297,0.835164
354,0.320358
707,0.67919
297,0.824958
112,0.524566
276,0.23855
67,0.181846
671,0.229881
793,0.0412043
161,0.100857
333,0.562628
276,0.134418
67,0.247678
649,0.332586
354,0.275605
377,0.768756
53,0.0953928
354,0.290485
498,0.281767
377,0.524641
112,0.172682
897,0.192676
411,0.279702
354,0.237096
377,0.785774
487,0.076792
354,0.374211
276,0.723053
377,0.362189
276,0.333292
707,0.596854
112,0.12174
897,0.173685
276,0.722443
297,0.911216
671,0.402706
238,0.41467
276,0.599849
108,0.476971
297,0.757431
498,0.0966372
112,0.302578
276,0.789961
354,0.0398734
498,0.325454
377,0.603206
276,0.428764
377,0.999529
592,0.148454
276,0.780517
276,0.428615
276,0.491681
727,0.213672
297,0.8294
238,0.347856
161,0.0728817
377,0.477081
707,0.65238
377,0.565314
707,0.451626
276,0.337073
589,0.371398
589,0.30757
238,0.338177
276,0.859795
265,0.414495
707,0.680526
276,0.847178
17,0.126852
238,0.116233
707,0.661679
498,0.10536
589,0.488479
17,0.158016
276,0.449646
238,0.285895
589,0.0956375
589,0.262627
573,0.0892386
781,0.152378
354,0.233516
276,0.364742
354,0.401997
570,0.0971387
570,0.218337
589,0.47722
354,0.312893
276,0.552474
377,0.555369
276,0.424877
498,0.210019
682,0.124578
589,0.274324
276,0.42325
377,0.621629
276,0.744509
108,0.447697
276,0.373457
671,0.23784
238,0.392613
377,0.727968
276,0.751563
377,0.720896
435,0.364699
112,0.240506
276,0.685983
276,0.810641
276,0.672587
377,0.760104
707,0.445475
354,0.274323
377,0.609748
276,0.404571
781,0.0974945
167,0.255702
377,0.582869
276,0.588085
297,0.874047
17,0.201861
53,0.114344
707,0.712502
377,0.991453
276,0.355047
112,0.308978
682,0.149456
671,0.0972929
